period	words	genre	title	citation	syntax	form
1820s	senang	letters&documents	SITS 332:18	..... kepada pukul enam paginya iapun wafatlah dengan perintah Tuhan seru sekalian `alam maka seolah2 hancur hati kita maka kita kembalikan perintahlah khalikul `alam baharulah <w>senang</w> <phr>hati</phr> kita dan seolah2 patah tangan kanan tuan Residen Belitung sebab mengenangkan kerja Gubermen terlalu masygulnya Residen sebab kematian Pangeran Syarif `Aqil itu yang ....	non-nominal	root
1820s	senang	letters&documents	Wrkh 80:7	...... Syah keduanya, serta sahaya mintaq kepada Kapitan D.y.n.h.y.l.d.y.r supaya dengan mudahnya dengan sangat siasat itu dapat oleh Mayor T.m.p.y.l itu khabar yang khusus boleh <w>senang</w> <phr>hati</phr> Seri Paduka Tuan Besar dengan sebab tentunya itu maka dititahkanlah kepada ... baiknya. Maka sahaya pun maklumkan bagaimana yang kepada ijtihad sahaya. Maka ............	non-nominal	root
1820s	senang	letters&documents	Wrkh 81:2	jadi ganti berkata-kata pada sahabat beta serta menyatakan di dalamnya, Syahadan maka adalah selamanya sahabat beta meninggalkan Singapura melainkan tiadalah beta mendapat ayang <w>senang</w> <phr>hati</phr> melainkan susah ayang tiada berkesudahan dan cinta ayang tiada berkeputusan pada sahabat beta. Akan hal seperti anak beta ayang dua orang ini, pertama-tama Tengku Besar	non-nominal	root
1820s	senang	letters&documents	PBanj 230:22	..... mana2 baik orang lain2 negeri yang mau mengerja jahat sama Sri Paduka Sultan atau dia punya anak atau sama dia punya negeri supaya Sri Paduka Sultan boleh <phr>tinggal dengan</phr> <w>senang</w> di dalam dia punya kerajaan selamanya. Perkara 4. Sri Paduka Sultan Adam salinkan kepada raja dari Nederland segala negeri yang tersebut di bawah ini: Pulau Tatas dan Kuin ..	non-nominal	root
1820s	senang	letters&documents	SRN 32:3	.. menyaut yang tanah Sumeneb lebih makmur serta murah dari tanah Riau. Kemudian kita balas atasnya perkataan, baik kita terima ini pekerjaan, kita pigi di Sumeneb, jika <phr>kita</phr> rasa <w>senang</w> maka kita tinggal di sana, jika tiada dirasa senang maka kita pulang kembali di Betawi. Adapun perjanjian ini kita dengan kita empunya istri. Demikian lagi bermaklumlah .....	non-nominal	root
1820s	senang	letters&documents	SRN 32:3	.. dari tanah Riau. Kemudian kita balas atasnya perkataan, baik kita terima ini pekerjaan, kita pigi di Sumeneb, jika kita rasa senang maka kita tinggal di sana, jika <phr>tiada dirasa</phr> <w>senang</w> maka kita pulang kembali di Betawi. Adapun perjanjian ini kita dengan kita empunya istri. Demikian lagi bermaklumlah ketika kita keluar di Betawi membetuli bulan Februari, ..	non-nominal	root
1830s	senang	letters&documents	Kel 15:19	... hamba pun terimalah akan kasih saudara hamba ini hamba pun hendaklah balik akan tetapi waktu ini hamba mintalah ma`af banyak-banyak pada saudara hamba kerana <phr>negeri</phr> pun belum <w>senang</w> itulah jadi hamba belum balik lagi dan hamba pun terlalulah takut akan orang Siam melainkan Allah dan Rasul yang mengetahui akan takut hamba dalam hal itu lebih-lebih maklum	non-nominal	root
1830s	senang	letters&documents	Kel 25:9	..... besar yang selesai pekerjaan yang maha mulialah yang tempat perhamba berharap yang tolong-menolong perhamba maka dengan tuah daulat duli cau kunlah yang boléh perhamba <phr>duduk</phr> <w>senang</w> supaya adik-beradik hubung pergi kehadapan adanya seperkara pula perhamba persembah maklumkan ke bawah kaus cau kun fasal yang cau kun ibu angkatan besar yang selesai .......	non-nominal	root
1840s	senang	letters&documents	SRN 38:3	.. dalam hasil-hasil negeri Pontianak kehidupan kita lima ratus rupiah di dalam satu-satu bulan. Uang itu tiada dapat tiada cukub pada mengerjakan segala belanja kita <phr>duduk dengan</phr> <w>senang</w> <phr>hati</phr> di dalam negeri Pontianak karena Gupernemen Nederland sekali-kali tiada lupa kepada kita adanya. Syahdan tempo Tuan Residen Hartmann kuasa di Pontianak 20 dari bulan ...	non-nominal	root
1840s	senang	letters&documents	SRN 38:6	.. lebih tua serta serahkan kita kepada Gupernemen Nederland serta Sri Paduka Yang Dipertuan Besar Guburnur Jenderal di Betawi, haraplah kita yang amat besar <phr>duduk menunggu dengan</phr> <w>senang</w> <phr>hati</phr> di dalam negeri Pontianak sebab kita sudah dapat kurnia warkah akte serta firman tanda Gupernemen Nederland serta Sri Paduka Yang Dipertuan Besar Guburnur Jenderal .....	non-nominal	root
1860s	senang	letters&documents	VdW RAH 27:3	.. kita. Yang ia pun hendak berjumpa dengan paduka sahabat, akan tetapi dia balik dari laut bermain-main dapat sakit sedikit-sedikit, muntah-muntah. Akan tetapi sekarang sudah <w>senang</w> sedikit. Nanti sudah senang betul-betul adalah ia hendak berjumpa dengan sahabat kita. Daripada hal Said Hasan sah sudah, tentu ada sudah, Raja Muhammad Haji menyuruh ia ....	non-nominal	root
1860s	senang	letters&documents	VdW RAH 27:3	........ dengan paduka sahabat, akan tetapi dia balik dari laut bermain-main dapat sakit sedikit-sedikit, muntah-muntah. Akan tetapi sekarang sudah senang sedikit. Nanti sudah <w>senang</w> betul-betul adalah ia hendak berjumpa dengan sahabat kita. Daripada hal Said Hasan sah sudah, tentu ada sudah, Raja Muhammad Haji menyuruh ia naik ke darat, menyuruh ia .....	non-nominal	root
1860s	senang	letters&documents	VdW MHS 1:2	..... yang menerbitkan percitaan kasihnya pada tiap-tiap peredaran bulan dan matahari mudanya yang melayangkan citra makanan dan minuman dan tiada memberi tidur siang dan malam <w>senang</w> <phr>bersenangan</phr> pada segala masa dan ketika. Sahabat yang mengekeluarkan* air mata tiap-tiap pagi dan petang di dalam percintaannya senantiasa mengekeluarkan air mata yang tiada	non-nominal	root
1860s	senang	letters&documents	VdW RAH 31:5	.... Yang kita tiada kuasa susah. Sebab itulah kita tiada halus pendapatan pada cukup tiada cukupnya wang bahagian kita itu, sebab kita tiada terima sendiri, sebab <phr>kita</phr> hendak <w>senang</w> ajar-mengajar tiap-tiap hari. Syahdan adalah ahli-ahli kita serta anak-anak cucu kita serta khadam-khadam kita ada enam puluh tujuh orang, dan uang belanja-belanja kita dua .	non-nominal	root
1860s	senang	letters&documents	VdW RAH 34:5	. kita, karena paduka sahabat habis pengetahuannya atas kita, seperti sanak saudara kita jua adanya. Syahdan yang kita pada waktu ini tiada lain yang kita kehendakkan, pertama <w>senang</w> <phr>berbuat ibadat</phr> kepada Allah subhanahu wa taala hingga mati. Kedua di dalam ini dunia biar aman daripada rezeki dan aman daripada susah dan disusahkan manusia barang tiada ...	non-nominal	root
1860s	senang	letters&documents	VdW RAH 47:4	.. atau di laut-laut. Kemudian daripada itu daripada keadilan tuan residen jadi tiada berani ia membawa khabar-khabar yang tiada betul kepada tuan residen. Maka baharulah <phr>saya</phr> <w>senang</w> <phr>hati</phr> seperti sehari-hari, bolehlah mengajar-ngajar orang-orang mengaji kitab-kitab, dan bolehlah mempikirkan loghat-loghat Melayu. Inilah uzurnya saya di dalam dua tiga .....	non-nominal	root
1860s	senang	letters&documents	VdW HI 39:5	...... kalau tentu tuan sultan tak jadi ke Betawi. Di dalam pada itu pun apa-apa juga timbangan paduka sahabat sahaya, asal boleh berlenggang sedikit kepada Angelbeek, bolehlah <w>senang</w> <phr>sahaya</phr> membuatkan surat-surat paduka sahabat sahaya. Maka harap akan satu surat pula kepada Engku Lebak biar dapat sahaya bertenggang adanya. Tersurat di dalam Riau pada 11 .	non-nominal	root
1860s	senang	letters&documents	VdW HI 40:4	...-ikan telah banyak bertambah maka seboleh-bolehnya sahaya cari lagi di belakang mana-mana yang sudah dapat ada di dalam surat lama dimasukkan serta surat kertas kecil supaya <w>senang</w> <phr>paduka sahabat sahaya</phr>. Maka yang memberi nama-nama itu orang yang biasa mengambil ikan itu, bukannya mendapat dengan tidak diperiksa, melainkan sahaya periksa bersungguh-....	non-nominal	root
1860s	senang	letters&documents	VdW RAH 51:2	tuan mengesahkan sekali, supaya boleh kita tahu hadnya selama-lama tuan berhenti di sini sebelum berlayar berapa dapatnya kamus yang cuci bersih di hadapan tuan, supaya boleh <w>senang</w> mengambil timbangan yang di belakangnya dan tafawut-nya. Lebih kurang sedikit masa habis pekerjaan kita adanya. Syahdan jika jadi kemudahan kepada tuan boleh suruh orang ....	non-nominal	root
1860s	senang	letters&documents	VdW RAH 62:5	...-cakap. Akan tetapi jangan paduka sahabat kita kuatkan dan digagahkan sebab karena segankan kita. Itu janganlah, sebab kita suka akan paduka sahabat kita <phr>mendapat</phr> sehat dan <w>senang</w>, dan tiada kita suka akan paduka sahabat kita mendapat mudarat dan susah. Demikianlah yang banyak tersebut di dalam kitab-kitab agama kita pada bicara adab persahabatan itu .	nominal	root
1860s	senang	letters&documents	VdW RAH 66:6	".... sakit itu. Jadi tiadalah sempat kita hendak membanyakkan perkataan pada tatkala kita berjumpa-jumpa. Mudah-mudahan apabila paduka sahabat kita <phr>dikarunia</phr> Allah taala sehat <w>senang</w> boleh kita datang adanya. Dan lagi pada bab awalnya Pa akhirnya Nun tentang bahasa pun, tiada dapat tiada mau dicari pada makna Arab ""pun"" itu kalimahkah atau hurufkah atau ."	nominal	root
1870s	senang	letters&documents	VdW RAH 77:1	.. menumpang melihat. Kemudian pada hari Sabtu pukul delapan pagi kita dapat sakit perut ke sungai-sungai, sampai pukul lima hari Ithnain berhenti. Hari ini rasa-rasanya sudah <w>senang</w> tinggal letihnya lagi, insya Allah taala, jika afiat esok atau lusa boleh saya datang. Ini bahasa-bahasa yang mufrad saya buat satu jadwal supaya dapat hitungan di dalam ....	non-nominal	root
1870s	senang	letters&documents	VdW RAH 80:3	...... sendiri dengan tuan dokter itu segan sedikit. Lainlah seperti tuan yang saya sudah mesra, jadi lebih kurang sedikit tiada jadi apa adanya. Dan malam ini tadi tiada <phr>saya</phr> <w>senang</w> tidur sekali-sekali melihatkan ia sakit. Setengah-tengah daripada susahnya sampai hilang akal mempikirkannya. Sebab pun demikian itu karena itulah anak saya yang akan ......	non-nominal	root
1870s	senang	letters&documents	VdW RAH 83:4	"... adanya"". Inilah kita kirimkan boleh paduka sahabat kita lihat sebentar Syajarah, kemudian kirimkan kembali supaya segera disudahkan. Dan lagi bila-bila <phr>paduka sahabat kita</phr> <w>senang</w> kita hendak datang menentukan kitab-kitab yang akan dipesankan di Mesir itu adanya. Intiha. Tersurat pada 17 bulan Safar sanat 1287. Raja Ali Haji. §"	non-nominal	root
1870s	senang	letters&documents	Wrkh 97:2	"hewan adanya."" Inilah kita kirimkan boleh paduka sahabat kita lihat sebentar syajarah, kemudian kirimkan kembali supaya segera disudahkan. Dan lagi bila-bila <phr>paduka sahabat kita</phr> <w>senang</w> kita hendak datang menentukan kitab-kitab yang akan dipesankan di Mesir itu adanya. Intaha. Tersurat pada 17 bulan Safar sanat 1287. Raja Ali Haji §"	dup	root
1870s	senang	letters&documents	VdW RAH 90:3	§ @90 Qauluhu 'l-Haqq. Salam kepada paduka sahabat kita Tuan Von de Wall. Kita dapat khabar daripada Datuk hal penyakit paduka sahabat kita belum juga lagi <w>senang</w>, jadi kita pun terlalu dukacita daripada penyakit paduka sahabat kita itu sebab perobatan tiada yang tentunya. Sekarang esok atau lusa bolehkah kita datang melihat paduka ...	non-nominal	root
1870s	senang	letters&documents	VdW HI 80:2	..... sahabat sahaya tuan H. Von de Wall. Maka adalah sahaya mempermaklum darihal sahaya sudah melihat surat paduka sahabat sahaya yang kepada tuan Halewijn itu. Maka baharulah <w>senang</w> <phr>hati</phr> sahaya, maka seboleh-bolehnya sahaya kerjakan mana-mana yang dapat bahasa atau nama suatu benda yang bahasa Melayu. Maka tak dapat tiada dikirimkan maka darihal yang ...	non-nominal	root
1870s	senang	letters&documents	VdW RAH 99:4	.... satu bahasa. Di situ boleh paduka sahabat kita lihat banyaknya yang lagi diperbuat, kemudian boleh kita pinjam dahulu. Hendak disalin dahulu, diperbuat kecil-kecil supaya <w>senang</w> dibawa ke sana ke mari adanya. Tersurat pada 7 bulan Zulhijah 1288. Raja Ali Haji. §	non-nominal	root
1870s	senang	letters&documents	VdW RAH 110:3	ada kita kirimkan bahasa, ada tiga puluh keping sebab kita di dalam dua bulan ini di dalam uzur benar dengan sakit serta lainnya, Allah taala yang tahunya. Ini baharulah <phr>ada</phr> <w>senang</w> <phr>sedikit</phr>. Dan obat ditinggalkan anak kita sudah habis pula. Hendak minta kepada dokter tidak tahu akan namanya pula. Akan tetapi anak hari ini hampir sama-sama Yamtuan .......	nominal	root
1870s	senang	letters&documents	VdW RAH 118:2	§ @118 Salam yang terlebih hormat kepada paduka sri sahabat beta Tuan residen Von de Wall. Jika <phr>tuan</phr> <w>senang</w>, tiada uzur, saya hendak datang. Ini saya ada di pasar menantikan izin tuan, karena pada hari Arbaa tentu tuan banyak susah karena hari besar adanya. Tersurat pada 1 bulan	non-nominal	root
1900s	senang	newspapers	Imam 342:11	.. yang datang. Dan sedia menanggung apa yang tiba. <w>Senang</w> sentosalah <phr>mereka</phr> itu dalam rumah yang melepaskan daripada .....	non-nominal	root
1900s	senang	newspapers	Imam 368:8	..... maka tidurlah ia dan lenalah ia hal keadaannya <w>senang</w> <phr>hatinya</phr> dan luas dadanya dan jikalau binasa pada kehilangannya .	non-nominal	root
1900s	senang	newspapers	Imam 459:17	. dan Ajam , Memperhambakan beberapa bangsa Islam , <w>Senang</w> sentosa di dalam alam | Menjadi raja di sini sana , Islam nan ..	non-nominal	root
1900s	senang	newspapers	Imam 476:30	. berleter mengatakan cikgu malas. Hendak <phr>mengambil</phr> <w>senang</w> diri saja. Tak memberi dia belajar lain-lain ilmu semata-mata ..	nominal	root
1920s	senang	newspapers	PK 7:1d	..... sangatlah kaya , kepada makhluk <phr>memberi</phr> bahagia , <w>senang</w> sentosa bersuka ria. | Negeri pun aman bertambah ramai , bandar	nominal	root
1920s	senang	newspapers	PK 10:40b	.. hari. | Walau di kampung atau di pasar , susah dan <w>senang</w> janganlah gusar. | Supaya kebajikan bertambah rapat , pergaulan	non-nominal	root
1930s	senang	newspapers	PK 28:2b	..........|R Rajin bekerja tiap-tiap perkara , <phr>duduk</phr> <w>senang</w> tidak kecewa. ,L Layangkan pemandangan serata-rata , supaya ...	non-nominal	root
1930s	senang	newspapers	S 22Feb30:7	hal kena kesempitan atau kezaliman, jawabnya tiada <w>senang</w> dan bukan tempatnya jalankan kerja ... biarlah walau saudaranya	non-nominal	root
1930s	senang	newspapers	MG Mar30:5	. kelilingi oleh alam yang cantik dan <phr>kehidupan yang</phr> <w>senang</w> lenang. Jikalau saya menceritakan kejernihan air sungai Pahang .	non-nominal	root
1930s	senang	newspapers	MG Apr30:73	....... dihadapannya itu bukannya semakin <phr>bertambah</phr> <w>senang</w>, tetapi semakin bertambah picik dan sempit. Oleh itu tidak lain	non-nominal	root
1930s	senang	newspapers	MG May30:87	.. juga). Seumpama mereka itu pandai membuat kapal, <w>senang</w> <phr>kita</phr> duduk belayar di dalamnya, mereka itu pandai membuat rumah	non-nominal	root
1930s	senang	newspapers	MG May30:87	.. pandai membuat rumah yang besar-besar. Rehat dan <w>senang</w> <phr>hati</phr> kita duduk di dalamnya. Mereka itu menimba ringgit pada ...	non-nominal	root
1930s	senang	newspapers	MG May30:87	... ingin hati kita hendak mencuba pula. Mereka itu <w>senang</w> <phr>hidupnya</phr> pada sepanjang masa. Insaf kita akan diri kita oleh ...	non-nominal	root
1930s	senang	newspapers	MG May30:87	... mencari kekayaan dan harta yang akan menjadikan <w>senang</w> <phr>hidupnya</phr> dan bertambah-tambah terbuka tangannya memberi sedekah	non-nominal	root
1930s	senang	newspapers	S 24May30:6	".-muridnya ""macam manalah kita tak kaya ... dan tak <w>senang</w>?"" Kerana Nabi kita sendiri sudah mengata ""dunia penjara bagi ..."	non-nominal	root
1930s	senang	newspapers	S 21Jun30:1	.... keluar masuk. Maka pada waktu yang <phr>orang-orang</phr> <w>senang</w> boleh memilih mana yang boleh molek barangnya, yang lebih ......	non-nominal	root
1930s	senang	newspapers	S 21Jun30:1	..... molek barangnya, yang lebih sedap, yang lebih <w>senang</w>, yang boleh murah, tidak dapat tiada tertariklah hati ..........	non-nominal	root
1930s	senang	newspapers	S 21Jun30:1	....... bahwa iaitu keuntungan bagi bangsanya. Jika <w>senang</w> dengan jalan itu kesenangan bangsanya. Jika kaya ia kekayaan ...	non-nominal	root
1930s	senang	newspapers	MG Jul30:130	..... ruangan lebih dahulu. Bercakap itu memanglah <w>senang</w> walau melewat-lewat kepada menyebut nama Tuan Ramsay MacDonald,	non-nominal	root
1930s	senang	newspapers	MG Jul30:130	"........ dengan ""sekolah"" itu. Bercakap itu memang <w>senang</w> -- senang berkata boleh belajar dipangkal pokok pisang, senang ."	non-nominal	root
1930s	senang	newspapers	MG Jul30:130	"..... ""sekolah"" itu. Bercakap itu memang senang -- <w>senang</w> berkata boleh belajar dipangkal pokok pisang, senang berkata ..."	non-nominal	root
1930s	senang	newspapers	MG Jul30:130	.... berkata boleh belajar dipangkal pokok pisang, <w>senang</w> berkata tak payah pakai guru yang pandai dan senang menyebut ...	non-nominal	root
1930s	senang	newspapers	MG Jul30:130	..... berkata tak payah pakai guru yang pandai dan <w>senang</w> menyebut tak payah kira umur dan wang ringgit -- tetapi cubalah	non-nominal	root
1930s	senang	newspapers	MG Jul30:130	"pelajaran kepada murid-muridnya dengan jalan yang <w>senang</w> menurut peraturan yang boleh mendapat kebenaran misalnya"", ....."	non-nominal	root
1930s	senang	newspapers	MG Jul30:130	..... ia boleh memberi pelajaran dengan jalan yang <w>senang</w> menurut peraturan-peraturannya? Mengapa pula ditambah ..........	non-nominal	root
1930s	senang	newspapers	MG Jul30:130	".. itu. Sungguhpun sekaliannya itu menyebut-nyebut <w>senang</w> iaitu sama sahaja setengahnya seperti menyebut ""Anglo-Malay ...."	non-nominal	root
1930s	senang	newspapers	MG Sep30:168	. hidupnya diam dalam negeri yang aman sentosa dan <w>senang</w>-lenang seperti di Tanah Melayu ini payahlah hendak mengetahui ..	non-nominal	root
